Index,Order ID,Cust ID,Gender,Age,Age Group,Date,Month,Status,Channel,SKU,Category,Size,Qty,Currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
720,ORD00720,CUST00720,Male,23,18-25,2024-05-01,May,Cancelled,App,SKU0720,Beauty,L,5,INR,944,Bhopal,Rajasthan,412504,India,Yes
721,ORD00721,CUST00721,Female,24,18-25,2024-08-27,August,Delivered,Retail,SKU0721,Electronics,L,4,INR,2254,Bhopal,Delhi,897335,India,No
722,ORD00722,CUST00722,Female,30,26-35,2024-07-10,July,Shipped,Retail,SKU0722,Home,XL,3,INR,394,Mumbai,Maharashtra,429792,India,No
723,ORD00723,CUST00723,Female,30,26-35,2024-09-09,September,Delivered,Online,SKU0723,Electronics,XL,2,INR,1487,Indore,Delhi,690952,India,No
724,ORD00724,CUST00724,Female,57,50+,2024-11-27,November,Delivered,Retail,SKU0724,Home,M,5,INR,2804,Mumbai,Maharashtra,913577,India,Yes
725,ORD00725,CUST00725,Female,54,50+,2024-10-22,October,Shipped,Retail,SKU0725,Home,S,1,INR,4714,Indore,Maharashtra,988535,India,Yes
726,ORD00726,CUST00726,Female,40,36-50,2024-10-20,October,Delivered,Online,SKU0726,Electronics,L,3,INR,2904,Mumbai,Rajasthan,717052,India,Yes
727,ORD00727,CUST00727,Female,32,26-35,2024-05-29,May,Delivered,Online,SKU0727,Home,M,3,INR,4693,Bhopal,Rajasthan,943095,India,No
728,ORD00728,CUST00728,Female,31,26-35,2024-02-29,February,Returned,App,SKU0728,Beauty,S,4,INR,4465,Jaipur,Maharashtra,586528,India,No
729,ORD00729,CUST00729,Female,46,36-50,2024-02-27,February,Delivered,App,SKU0729,Electronics,XL,1,INR,770,Mumbai,Madhya Pradesh,633542,India,Yes
730,ORD00730,CUST00730,Male,35,26-35,2024-02-09,February,Returned,Retail,SKU0730,Clothing,L,2,INR,118,Delhi,Rajasthan,300777,India,Yes
731,ORD00731,CUST00731,Female,26,26-35,2024-01-29,January,Cancelled,App,SKU0731,Clothing,XL,4,INR,3181,Mumbai,Maharashtra,592047,India,Yes
732,ORD00732,CUST00732,Female,30,26-35,2024-10-01,October,Shipped,Online,SKU0732,Clothing,XL,2,INR,1163,Delhi,Maharashtra,295701,India,Yes
733,ORD00733,CUST00733,Female,18,18-25,2024-02-22,February,Cancelled,Online,SKU0733,Home,L,1,INR,2494,Indore,Maharashtra,413550,India,Yes
734,ORD00734,CUST00734,Male,44,36-50,2024-05-03,May,Delivered,App,SKU0734,Beauty,L,2,INR,3636,Indore,Delhi,868172,India,Yes
735,ORD00735,CUST00735,Female,38,36-50,2024-05-16,May,Delivered,App,SKU0735,Clothing,XL,5,INR,3762,Delhi,Madhya Pradesh,280215,India,No
736,ORD00736,CUST00736,Male,37,36-50,2024-09-07,September,Shipped,Online,SKU0736,Electronics,XL,2,INR,3981,Indore,Maharashtra,973437,India,No
737,ORD00737,CUST00737,Female,30,26-35,2024-09-20,September,Delivered,App,SKU0737,Home,S,2,INR,3928,Jaipur,Rajasthan,608911,India,No
738,ORD00738,CUST00738,Male,34,26-35,2024-01-06,January,Returned,Retail,SKU0738,Electronics,S,3,INR,1633,Delhi,Maharashtra,283411,India,No
739,ORD00739,CUST00739,Female,28,26-35,2024-06-24,June,Returned,App,SKU0739,Home,L,4,INR,1381,Delhi,Rajasthan,303979,India,Yes
740,ORD00740,CUST00740,Female,41,36-50,2024-10-06,October,Shipped,App,SKU0740,Beauty,S,1,INR,4939,Bhopal,Maharashtra,787819,India,No
741,ORD00741,CUST00741,Male,57,50+,2024-05-15,May,Returned,App,SKU0741,Clothing,S,1,INR,1708,Jaipur,Delhi,226026,India,No
742,ORD00742,CUST00742,Male,24,18-25,2024-08-01,August,Delivered,App,SKU0742,Beauty,S,2,INR,1511,Jaipur,Madhya Pradesh,628474,India,No
743,ORD00743,CUST00743,Female,47,36-50,2024-08-23,August,Shipped,App,SKU0743,Beauty,XL,4,INR,3831,Delhi,Madhya Pradesh,818720,India,No
744,ORD00744,CUST00744,Female,57,50+,2024-05-24,May,Shipped,Retail,SKU0744,Home,S,1,INR,4859,Delhi,Delhi,331963,India,No
745,ORD00745,CUST00745,Female,53,50+,2024-10-23,October,Shipped,Online,SKU0745,Beauty,XL,4,INR,2694,Indore,Rajasthan,363948,India,No
746,ORD00746,CUST00746,Female,28,26-35,2024-08-26,August,Delivered,App,SKU0746,Clothing,S,4,INR,4573,Bhopal,Maharashtra,838149,India,No
747,ORD00747,CUST00747,Female,56,50+,2024-11-21,November,Cancelled,Online,SKU0747,Beauty,S,1,INR,2941,Mumbai,Delhi,463038,India,Yes
748,ORD00748,CUST00748,Male,57,50+,2024-12-09,December,Returned,Online,SKU0748,Beauty,L,1,INR,1774,Mumbai,Delhi,923982,India,No
749,ORD00749,CUST00749,Female,40,36-50,2024-07-22,July,Delivered,App,SKU0749,Home,L,1,INR,3568,Bhopal,Madhya Pradesh,275859,India,Yes
750,ORD00750,CUST00750,Male,19,18-25,2024-03-12,March,Shipped,Retail,SKU0750,Electronics,M,2,INR,3555,Delhi,Madhya Pradesh,154062,India,No
751,ORD00751,CUST00751,Female,32,26-35,2024-04-06,April,Cancelled,App,SKU0751,Electronics,S,2,INR,265,Bhopal,Rajasthan,278147,India,No
752,ORD00752,CUST00752,Female,47,36-50,2024-09-02,September,Returned,Online,SKU0752,Home,S,5,INR,1239,Indore,Delhi,383317,India,No
753,ORD00753,CUST00753,Male,19,18-25,2024-12-03,December,Returned,Retail,SKU0753,Home,XL,1,INR,987,Jaipur,Rajasthan,998044,India,Yes
754,ORD00754,CUST00754,Male,22,18-25,2024-01-16,January,Shipped,Retail,SKU0754,Beauty,M,5,INR,200,Jaipur,Madhya Pradesh,548968,India,No
755,ORD00755,CUST00755,Female,21,18-25,2024-02-09,February,Cancelled,Retail,SKU0755,Clothing,M,2,INR,890,Mumbai,Rajasthan,377603,India,No
756,ORD00756,CUST00756,Male,20,18-25,2024-10-18,October,Shipped,App,SKU0756,Clothing,L,3,INR,3614,Indore,Madhya Pradesh,244715,India,No
757,ORD00757,CUST00757,Male,44,36-50,2024-09-27,September,Shipped,App,SKU0757,Clothing,L,1,INR,897,Delhi,Delhi,424227,India,No
758,ORD00758,CUST00758,Male,47,36-50,2024-05-14,May,Cancelled,App,SKU0758,Electronics,M,3,INR,2719,Mumbai,Delhi,871165,India,No
759,ORD00759,CUST00759,Male,56,50+,2024-04-03,April,Returned,Retail,SKU0759,Home,M,4,INR,3244,Jaipur,Rajasthan,379841,India,Yes
760,ORD00760,CUST00760,Female,60,50+,2024-11-27,November,Delivered,Retail,SKU0760,Home,M,3,INR,3528,Delhi,Madhya Pradesh,190451,India,Yes
761,ORD00761,CUST00761,Female,60,50+,2024-04-19,April,Delivered,App,SKU0761,Beauty,M,5,INR,4816,Delhi,Rajasthan,512837,India,Yes
762,ORD00762,CUST00762,Female,45,36-50,2024-02-17,February,Delivered,Retail,SKU0762,Home,XL,5,INR,2624,Indore,Delhi,143975,India,Yes
763,ORD00763,CUST00763,Male,47,36-50,2024-03-06,March,Returned,App,SKU0763,Clothing,M,3,INR,2896,Bhopal,Delhi,673034,India,No
764,ORD00764,CUST00764,Female,38,36-50,2024-01-16,January,Delivered,Retail,SKU0764,Clothing,L,1,INR,4989,Bhopal,Rajasthan,215979,India,No
765,ORD00765,CUST00765,Female,60,50+,2024-08-16,August,Returned,App,SKU0765,Home,L,2,INR,3668,Delhi,Delhi,949214,India,No
766,ORD00766,CUST00766,Female,39,36-50,2024-09-25,September,Delivered,App,SKU0766,Electronics,M,1,INR,2762,Delhi,Madhya Pradesh,805691,India,Yes
767,ORD00767,CUST00767,Female,41,36-50,2024-02-16,February,Cancelled,Retail,SKU0767,Home,M,1,INR,730,Bhopal,Delhi,363012,India,Yes
768,ORD00768,CUST00768,Male,57,50+,2024-03-27,March,Delivered,Retail,SKU0768,Beauty,M,1,INR,415,Jaipur,Maharashtra,104194,India,Yes
769,ORD00769,CUST00769,Female,50,36-50,2024-09-18,September,Returned,Online,SKU0769,Electronics,L,1,INR,1849,Mumbai,Madhya Pradesh,292284,India,Yes
770,ORD00770,CUST00770,Female,23,18-25,2024-08-02,August,Delivered,Online,SKU0770,Beauty,L,4,INR,2263,Mumbai,Maharashtra,956751,India,No
771,ORD00771,CUST00771,Male,49,36-50,2024-11-16,November,Cancelled,App,SKU0771,Home,S,3,INR,3849,Bhopal,Rajasthan,367830,India,Yes
772,ORD00772,CUST00772,Female,38,36-50,2024-08-01,August,Delivered,App,SKU0772,Beauty,S,2,INR,893,Indore,Rajasthan,138154,India,No
773,ORD00773,CUST00773,Male,40,36-50,2024-06-15,June,Cancelled,Retail,SKU0773,Clothing,L,1,INR,2895,Indore,Delhi,835981,India,Yes
774,ORD00774,CUST00774,Male,44,36-50,2024-11-29,November,Returned,App,SKU0774,Beauty,M,3,INR,3418,Indore,Delhi,143363,India,No
775,ORD00775,CUST00775,Female,34,26-35,2024-11-04,November,Returned,Retail,SKU0775,Home,S,3,INR,1981,Delhi,Madhya Pradesh,479920,India,No
776,ORD00776,CUST00776,Male,60,50+,2024-02-24,February,Returned,App,SKU0776,Clothing,S,3,INR,1805,Bhopal,Maharashtra,440671,India,No
777,ORD00777,CUST00777,Female,48,36-50,2024-09-24,September,Delivered,Online,SKU0777,Beauty,S,3,INR,2911,Bhopal,Madhya Pradesh,153372,India,Yes
778,ORD00778,CUST00778,Female,51,50+,2024-06-04,June,Shipped,Online,SKU0778,Beauty,S,2,INR,4468,Jaipur,Rajasthan,190909,India,Yes
779,ORD00779,CUST00779,Male,23,18-25,2024-11-05,November,Shipped,Retail,SKU0779,Clothing,L,5,INR,478,Delhi,Rajasthan,890331,India,No
780,ORD00780,CUST00780,Male,59,50+,2024-04-21,April,Cancelled,Retail,SKU0780,Electronics,L,4,INR,4011,Jaipur,Maharashtra,351384,India,No
781,ORD00781,CUST00781,Female,22,18-25,2024-09-26,September,Returned,Online,SKU0781,Beauty,L,5,INR,2218,Delhi,Delhi,845923,India,Yes
782,ORD00782,CUST00782,Female,38,36-50,2024-07-29,July,Returned,App,SKU0782,Home,XL,1,INR,911,Mumbai,Delhi,941571,India,No
783,ORD00783,CUST00783,Male,22,18-25,2024-02-23,February,Shipped,Online,SKU0783,Home,XL,3,INR,3767,Mumbai,Madhya Pradesh,410518,India,Yes
784,ORD00784,CUST00784,Female,52,50+,2024-08-06,August,Returned,Retail,SKU0784,Beauty,S,1,INR,4629,Jaipur,Delhi,854243,India,No
785,ORD00785,CUST00785,Female,26,26-35,2024-04-22,April,Returned,Online,SKU0785,Clothing,S,3,INR,4834,Jaipur,Maharashtra,578483,India,Yes
786,ORD00786,CUST00786,Female,32,26-35,2024-12-23,December,Returned,App,SKU0786,Electronics,M,4,INR,3334,Mumbai,Madhya Pradesh,745960,India,Yes
787,ORD00787,CUST00787,Male,25,18-25,2024-07-01,July,Returned,Retail,SKU0787,Home,M,3,INR,110,Indore,Maharashtra,907359,India,No
788,ORD00788,CUST00788,Male,41,36-50,2024-04-03,April,Cancelled,Retail,SKU0788,Electronics,S,4,INR,4452,Bhopal,Delhi,401883,India,Yes
789,ORD00789,CUST00789,Male,56,50+,2024-04-14,April,Shipped,Retail,SKU0789,Clothing,XL,2,INR,4572,Delhi,Rajasthan,380028,India,No
790,ORD00790,CUST00790,Male,18,18-25,2024-03-04,March,Delivered,App,SKU0790,Beauty,S,5,INR,2803,Indore,Madhya Pradesh,278851,India,Yes
791,ORD00791,CUST00791,Male,60,50+,2024-11-30,November,Delivered,Online,SKU0791,Electronics,XL,2,INR,1271,Bhopal,Maharashtra,654362,India,Yes
792,ORD00792,CUST00792,Female,47,36-50,2024-05-11,May,Cancelled,Retail,SKU0792,Beauty,M,2,INR,275,Indore,Maharashtra,173842,India,No
793,ORD00793,CUST00793,Male,58,50+,2024-02-06,February,Returned,Retail,SKU0793,Electronics,L,3,INR,1580,Bhopal,Delhi,543274,India,Yes
794,ORD00794,CUST00794,Female,57,50+,2024-03-08,March,Delivered,Retail,SKU0794,Clothing,M,1,INR,3157,Indore,Madhya Pradesh,258349,India,Yes
795,ORD00795,CUST00795,Male,26,26-35,2024-11-13,November,Cancelled,App,SKU0795,Clothing,L,5,INR,603,Bhopal,Madhya Pradesh,180015,India,No
796,ORD00796,CUST00796,Male,40,36-50,2024-04-17,April,Returned,App,SKU0796,Clothing,L,3,INR,1267,Delhi,Madhya Pradesh,684970,India,Yes
797,ORD00797,CUST00797,Male,31,26-35,2024-02-23,February,Delivered,App,SKU0797,Home,M,1,INR,681,Bhopal,Delhi,829471,India,Yes
798,ORD00798,CUST00798,Female,42,36-50,2024-12-06,December,Shipped,Retail,SKU0798,Electronics,S,5,INR,806,Mumbai,Maharashtra,711136,India,Yes
799,ORD00799,CUST00799,Male,49,36-50,2024-06-13,June,Cancelled,App,SKU0799,Electronics,S,2,INR,276,Mumbai,Maharashtra,435760,India,Yes
800,ORD00800,CUST00800,Female,58,50+,2024-01-29,January,Delivered,App,SKU0800,Beauty,M,2,INR,2817,Mumbai,Delhi,210625,India,Yes
801,ORD00801,CUST00801,Female,20,18-25,2024-10-01,October,Shipped,Retail,SKU0801,Electronics,S,1,INR,1238,Jaipur,Rajasthan,777524,India,Yes
802,ORD00802,CUST00802,Male,54,50+,2024-09-24,September,Shipped,Online,SKU0802,Clothing,XL,3,INR,4028,Jaipur,Maharashtra,300534,India,No
803,ORD00803,CUST00803,Female,23,18-25,2024-11-17,November,Returned,Retail,SKU0803,Electronics,L,4,INR,2971,Indore,Rajasthan,449845,India,No
804,ORD00804,CUST00804,Male,24,18-25,2024-01-11,January,Returned,Online,SKU0804,Beauty,M,5,INR,1819,Delhi,Delhi,467710,India,No
805,ORD00805,CUST00805,Female,19,18-25,2024-04-18,April,Returned,App,SKU0805,Home,M,1,INR,1597,Indore,Maharashtra,705462,India,No
806,ORD00806,CUST00806,Female,21,18-25,2024-01-14,January,Cancelled,App,SKU0806,Home,M,1,INR,2047,Jaipur,Delhi,174559,India,Yes
807,ORD00807,CUST00807,Female,53,50+,2024-11-03,November,Cancelled,App,SKU0807,Electronics,S,3,INR,1683,Indore,Delhi,675822,India,Yes
808,ORD00808,CUST00808,Female,35,26-35,2024-01-09,January,Cancelled,App,SKU0808,Beauty,XL,2,INR,187,Indore,Madhya Pradesh,270666,India,No
809,ORD00809,CUST00809,Female,20,18-25,2024-02-15,February,Returned,Retail,SKU0809,Clothing,XL,1,INR,4883,Mumbai,Delhi,726273,India,Yes
810,ORD00810,CUST00810,Female,46,36-50,2024-11-13,November,Shipped,Online,SKU0810,Beauty,L,1,INR,4654,Indore,Madhya Pradesh,570215,India,Yes
811,ORD00811,CUST00811,Female,30,26-35,2024-12-09,December,Shipped,Retail,SKU0811,Beauty,S,5,INR,467,Indore,Delhi,238262,India,Yes
812,ORD00812,CUST00812,Female,39,36-50,2024-10-02,October,Delivered,App,SKU0812,Home,M,4,INR,4090,Mumbai,Maharashtra,290283,India,No
813,ORD00813,CUST00813,Female,35,26-35,2024-07-27,July,Shipped,Retail,SKU0813,Home,M,4,INR,4590,Delhi,Maharashtra,887578,India,Yes
814,ORD00814,CUST00814,Male,34,26-35,2024-03-12,March,Delivered,Retail,SKU0814,Clothing,S,3,INR,3853,Mumbai,Maharashtra,142764,India,No
815,ORD00815,CUST00815,Female,39,36-50,2024-11-26,November,Cancelled,Online,SKU0815,Clothing,L,4,INR,4135,Jaipur,Rajasthan,273948,India,No
816,ORD00816,CUST00816,Female,25,18-25,2024-10-29,October,Cancelled,App,SKU0816,Electronics,M,4,INR,791,Delhi,Rajasthan,307564,India,No
817,ORD00817,CUST00817,Male,54,50+,2024-04-27,April,Shipped,App,SKU0817,Electronics,L,2,INR,2053,Mumbai,Rajasthan,311177,India,No
818,ORD00818,CUST00818,Female,22,18-25,2024-09-28,September,Shipped,App,SKU0818,Electronics,M,2,INR,3254,Jaipur,Rajasthan,725729,India,No
819,ORD00819,CUST00819,Male,19,18-25,2024-03-21,March,Cancelled,Retail,SKU0819,Beauty,XL,2,INR,815,Indore,Madhya Pradesh,637456,India,No
820,ORD00820,CUST00820,Male,51,50+,2024-11-15,November,Returned,Online,SKU0820,Clothing,XL,3,INR,2078,Mumbai,Rajasthan,119421,India,Yes
821,ORD00821,CUST00821,Female,33,26-35,2024-12-11,December,Returned,Retail,SKU0821,Home,L,2,INR,3252,Mumbai,Maharashtra,147132,India,Yes
822,ORD00822,CUST00822,Male,33,26-35,2024-03-15,March,Returned,App,SKU0822,Electronics,L,2,INR,1070,Delhi,Delhi,311424,India,Yes
823,ORD00823,CUST00823,Male,25,18-25,2024-08-03,August,Delivered,Retail,SKU0823,Electronics,S,4,INR,2764,Mumbai,Maharashtra,884369,India,Yes
824,ORD00824,CUST00824,Male,40,36-50,2024-05-06,May,Cancelled,Online,SKU0824,Beauty,L,4,INR,1340,Delhi,Rajasthan,907717,India,Yes
825,ORD00825,CUST00825,Female,37,36-50,2024-09-15,September,Cancelled,Online,SKU0825,Electronics,S,2,INR,4591,Jaipur,Rajasthan,798089,India,Yes
826,ORD00826,CUST00826,Female,59,50+,2024-01-26,January,Returned,App,SKU0826,Home,S,5,INR,1215,Jaipur,Rajasthan,252460,India,No
827,ORD00827,CUST00827,Male,60,50+,2024-05-10,May,Shipped,App,SKU0827,Beauty,XL,3,INR,4235,Jaipur,Madhya Pradesh,220992,India,No
828,ORD00828,CUST00828,Male,24,18-25,2024-12-08,December,Cancelled,App,SKU0828,Home,L,3,INR,3509,Bhopal,Rajasthan,420434,India,No
829,ORD00829,CUST00829,Male,36,36-50,2024-04-28,April,Delivered,Online,SKU0829,Beauty,M,3,INR,3502,Mumbai,Maharashtra,974965,India,Yes
830,ORD00830,CUST00830,Male,46,36-50,2024-01-17,January,Cancelled,Retail,SKU0830,Beauty,L,3,INR,1129,Indore,Madhya Pradesh,356391,India,Yes
831,ORD00831,CUST00831,Male,49,36-50,2024-04-18,April,Cancelled,Online,SKU0831,Electronics,XL,3,INR,1935,Jaipur,Rajasthan,396347,India,No
832,ORD00832,CUST00832,Male,22,18-25,2024-03-27,March,Returned,Retail,SKU0832,Electronics,M,3,INR,147,Delhi,Maharashtra,171132,India,Yes
833,ORD00833,CUST00833,Male,27,26-35,2024-04-21,April,Shipped,Retail,SKU0833,Beauty,XL,1,INR,2488,Bhopal,Madhya Pradesh,102952,India,No
834,ORD00834,CUST00834,Male,48,36-50,2024-10-20,October,Shipped,Online,SKU0834,Home,M,2,INR,3929,Mumbai,Maharashtra,798656,India,No
835,ORD00835,CUST00835,Female,19,18-25,2024-01-20,January,Delivered,Online,SKU0835,Home,L,1,INR,1182,Jaipur,Delhi,132789,India,No
836,ORD00836,CUST00836,Female,45,36-50,2024-07-28,July,Cancelled,Online,SKU0836,Clothing,S,2,INR,4361,Indore,Rajasthan,234730,India,No
837,ORD00837,CUST00837,Female,23,18-25,2024-08-22,August,Delivered,Online,SKU0837,Beauty,M,5,INR,2842,Delhi,Delhi,275989,India,No
838,ORD00838,CUST00838,Male,41,36-50,2024-09-27,September,Delivered,App,SKU0838,Beauty,S,5,INR,3056,Bhopal,Rajasthan,955384,India,No
839,ORD00839,CUST00839,Male,49,36-50,2024-01-18,January,Returned,Online,SKU0839,Clothing,L,4,INR,1240,Mumbai,Maharashtra,929603,India,No
840,ORD00840,CUST00840,Female,30,26-35,2024-05-12,May,Returned,Online,SKU0840,Beauty,L,4,INR,1855,Indore,Maharashtra,811358,India,No
841,ORD00841,CUST00841,Male,43,36-50,2024-01-11,January,Delivered,Online,SKU0841,Home,L,2,INR,520,Indore,Rajasthan,794663,India,Yes
842,ORD00842,CUST00842,Female,51,50+,2024-06-03,June,Cancelled,Retail,SKU0842,Beauty,S,3,INR,179,Delhi,Delhi,556190,India,Yes
843,ORD00843,CUST00843,Male,55,50+,2024-05-06,May,Delivered,App,SKU0843,Clothing,M,1,INR,1771,Indore,Rajasthan,983341,India,No
844,ORD00844,CUST00844,Male,30,26-35,2024-06-16,June,Shipped,App,SKU0844,Electronics,S,5,INR,2253,Mumbai,Rajasthan,815175,India,Yes
845,ORD00845,CUST00845,Male,24,18-25,2024-12-20,December,Delivered,Online,SKU0845,Clothing,S,2,INR,302,Delhi,Maharashtra,842897,India,No
846,ORD00846,CUST00846,Female,19,18-25,2024-07-03,July,Cancelled,Retail,SKU0846,Beauty,M,5,INR,4659,Jaipur,Rajasthan,349960,India,Yes
847,ORD00847,CUST00847,Male,59,50+,2024-02-11,February,Shipped,Retail,SKU0847,Electronics,S,3,INR,4302,Jaipur,Maharashtra,937020,India,Yes
848,ORD00848,CUST00848,Male,49,36-50,2024-10-22,October,Returned,Retail,SKU0848,Beauty,M,5,INR,2943,Delhi,Rajasthan,492734,India,Yes
849,ORD00849,CUST00849,Female,44,36-50,2024-08-19,August,Returned,Retail,SKU0849,Beauty,M,2,INR,2662,Bhopal,Delhi,459141,India,No
850,ORD00850,CUST00850,Female,31,26-35,2024-08-15,August,Returned,Online,SKU0850,Home,M,5,INR,4393,Jaipur,Madhya Pradesh,539748,India,Yes
851,ORD00851,CUST00851,Male,58,50+,2024-02-03,February,Delivered,App,SKU0851,Electronics,M,5,INR,848,Mumbai,Delhi,237965,India,No
852,ORD00852,CUST00852,Male,60,50+,2024-06-11,June,Delivered,Retail,SKU0852,Home,M,2,INR,3370,Jaipur,Rajasthan,364393,India,No
853,ORD00853,CUST00853,Female,43,36-50,2024-09-16,September,Delivered,Online,SKU0853,Home,S,3,INR,295,Bhopal,Delhi,531249,India,No
854,ORD00854,CUST00854,Female,18,18-25,2024-04-11,April,Returned,Online,SKU0854,Electronics,L,1,INR,3740,Delhi,Madhya Pradesh,545962,India,Yes
855,ORD00855,CUST00855,Female,24,18-25,2024-05-27,May,Shipped,App,SKU0855,Electronics,S,1,INR,4144,Delhi,Delhi,798117,India,Yes
856,ORD00856,CUST00856,Female,20,18-25,2024-11-03,November,Cancelled,Online,SKU0856,Beauty,L,3,INR,2234,Jaipur,Maharashtra,954796,India,Yes
857,ORD00857,CUST00857,Male,21,18-25,2024-07-03,July,Cancelled,Online,SKU0857,Clothing,XL,5,INR,3167,Delhi,Rajasthan,981540,India,Yes
858,ORD00858,CUST00858,Female,54,50+,2024-09-05,September,Returned,App,SKU0858,Beauty,S,4,INR,3210,Mumbai,Maharashtra,185487,India,No
859,ORD00859,CUST00859,Female,50,36-50,2024-12-08,December,Cancelled,Online,SKU0859,Electronics,XL,3,INR,1070,Indore,Delhi,870235,India,No
860,ORD00860,CUST00860,Female,57,50+,2024-06-07,June,Cancelled,Retail,SKU0860,Home,S,2,INR,2495,Indore,Delhi,851155,India,Yes
861,ORD00861,CUST00861,Male,57,50+,2024-04-24,April,Delivered,Retail,SKU0861,Electronics,L,4,INR,702,Mumbai,Maharashtra,626295,India,No
862,ORD00862,CUST00862,Male,46,36-50,2024-10-07,October,Returned,Retail,SKU0862,Electronics,S,2,INR,1690,Indore,Rajasthan,242582,India,Yes
863,ORD00863,CUST00863,Male,59,50+,2024-08-07,August,Returned,App,SKU0863,Electronics,XL,2,INR,512,Delhi,Rajasthan,188760,India,Yes
864,ORD00864,CUST00864,Female,22,18-25,2024-07-17,July,Delivered,App,SKU0864,Home,M,2,INR,954,Bhopal,Maharashtra,815524,India,No
865,ORD00865,CUST00865,Female,34,26-35,2024-11-29,November,Shipped,Retail,SKU0865,Home,S,4,INR,1225,Delhi,Delhi,760426,India,Yes
866,ORD00866,CUST00866,Female,47,36-50,2024-11-19,November,Returned,App,SKU0866,Home,L,2,INR,2875,Bhopal,Rajasthan,979546,India,No
867,ORD00867,CUST00867,Female,46,36-50,2024-02-28,February,Cancelled,App,SKU0867,Electronics,M,5,INR,4703,Mumbai,Delhi,152700,India,No
868,ORD00868,CUST00868,Male,26,26-35,2024-06-25,June,Shipped,App,SKU0868,Beauty,L,2,INR,4357,Bhopal,Madhya Pradesh,666314,India,No
869,ORD00869,CUST00869,Female,43,36-50,2024-10-03,October,Cancelled,App,SKU0869,Home,M,1,INR,521,Jaipur,Madhya Pradesh,885583,India,No
870,ORD00870,CUST00870,Male,33,26-35,2024-05-29,May,Returned,Online,SKU0870,Electronics,L,5,INR,4819,Jaipur,Madhya Pradesh,695672,India,No
871,ORD00871,CUST00871,Male,42,36-50,2024-06-08,June,Cancelled,Online,SKU0871,Home,XL,2,INR,1099,Delhi,Madhya Pradesh,510637,India,No
872,ORD00872,CUST00872,Female,56,50+,2024-06-18,June,Returned,App,SKU0872,Home,L,1,INR,1991,Mumbai,Maharashtra,733489,India,Yes
873,ORD00873,CUST00873,Female,24,18-25,2024-03-13,March,Delivered,Online,SKU0873,Clothing,S,5,INR,4952,Delhi,Rajasthan,425633,India,Yes
874,ORD00874,CUST00874,Male,31,26-35,2024-04-04,April,Shipped,Retail,SKU0874,Beauty,M,1,INR,2277,Jaipur,Madhya Pradesh,672280,India,Yes
875,ORD00875,CUST00875,Male,34,26-35,2024-09-13,September,Delivered,App,SKU0875,Home,S,5,INR,1031,Delhi,Delhi,756621,India,No
876,ORD00876,CUST00876,Male,59,50+,2024-03-14,March,Cancelled,App,SKU0876,Beauty,S,1,INR,4435,Delhi,Maharashtra,421980,India,Yes
877,ORD00877,CUST00877,Female,58,50+,2024-08-29,August,Delivered,Retail,SKU0877,Clothing,S,4,INR,166,Mumbai,Delhi,137565,India,No
878,ORD00878,CUST00878,Female,28,26-35,2024-07-05,July,Cancelled,App,SKU0878,Electronics,S,1,INR,2448,Delhi,Maharashtra,957679,India,Yes
879,ORD00879,CUST00879,Male,45,36-50,2024-12-22,December,Cancelled,App,SKU0879,Electronics,L,2,INR,2047,Bhopal,Madhya Pradesh,994435,India,No
880,ORD00880,CUST00880,Male,28,26-35,2024-11-02,November,Cancelled,App,SKU0880,Clothing,M,4,INR,2577,Indore,Delhi,544047,India,Yes
881,ORD00881,CUST00881,Female,53,50+,2024-01-22,January,Cancelled,Online,SKU0881,Electronics,XL,3,INR,4230,Jaipur,Rajasthan,136971,India,No
882,ORD00882,CUST00882,Female,55,50+,2024-05-06,May,Returned,App,SKU0882,Home,XL,5,INR,2536,Indore,Maharashtra,280318,India,No
883,ORD00883,CUST00883,Female,25,18-25,2024-09-14,September,Shipped,App,SKU0883,Electronics,L,3,INR,1518,Delhi,Delhi,636059,India,No
884,ORD00884,CUST00884,Male,58,50+,2024-11-23,November,Returned,Retail,SKU0884,Clothing,XL,2,INR,1592,Bhopal,Maharashtra,251498,India,Yes
885,ORD00885,CUST00885,Male,53,50+,2024-02-13,February,Cancelled,App,SKU0885,Beauty,S,4,INR,2048,Jaipur,Rajasthan,146358,India,Yes
886,ORD00886,CUST00886,Male,19,18-25,2024-04-19,April,Cancelled,Online,SKU0886,Beauty,L,1,INR,851,Jaipur,Rajasthan,174577,India,No
887,ORD00887,CUST00887,Female,35,26-35,2024-07-30,July,Cancelled,Retail,SKU0887,Clothing,XL,5,INR,770,Delhi,Delhi,936430,India,No
888,ORD00888,CUST00888,Female,53,50+,2024-03-30,March,Delivered,Retail,SKU0888,Beauty,M,3,INR,730,Mumbai,Delhi,611798,India,No
889,ORD00889,CUST00889,Male,25,18-25,2024-02-10,February,Returned,Retail,SKU0889,Home,S,4,INR,3137,Bhopal,Delhi,894484,India,No
890,ORD00890,CUST00890,Female,34,26-35,2024-06-30,June,Delivered,Online,SKU0890,Electronics,S,5,INR,4558,Mumbai,Delhi,638019,India,Yes
891,ORD00891,CUST00891,Male,26,26-35,2024-11-04,November,Delivered,Online,SKU0891,Electronics,XL,5,INR,1940,Bhopal,Maharashtra,923062,India,Yes
